Asthma,USA-WC(Illumina MiSeq-Paired),Italy-Milan (Saliva-Illumina MiSeq-Paired),France (Stool-Illumina MiSeq-Paired),Germany(Stool-Illumina MiSeq-Paired),India (Nasal-MinION-Single),North America- New York (Nasal-Illumina MiSeq-Paired),Japan-tokyo (Stool-Illumina MiSeq-Paired),USA Nashville (Nasal-Illumina MiSeq-Paired),China (Stool-Illumina MiSeq-Paired),Morocco_(Stool-Illumina_Miseq_Paired)
No,ERR9126001,,SRR17194300,SRR15175389,,,,,SRR13760988
No,ERR9126002,,SRR17194301,SRR15175391,,,,,SRR13760989
Yes,ERR9126004,,SRR17194302,SRR15175393,,,,,SRR13760990
Yes,ERR9126005,,SRR17194303,SRR15175395,,,,,SRR13760991
No,ERR9126007,,SRR17194304,SRR15175397,,,,,SRR13760992
No,ERR9126008,,SRR17194305,SRR15175399,,,,,SRR13760993
No,ERR9126010,,SRR17194306,SRR15175401,,,,,SRR13760994
Yes,ERR9126011,,SRR17194307,SRR15175403,,,,,SRR13760995
No,ERR9126013,,SRR17194308,SRR15175405,,,,,SRR13760996
No,ERR9126014,,SRR17194309,SRR15175407,,,,,SRR13760997
No,ERR9126016,,SRR17194310,SRR15175409,,,,,SRR13760998
Yes,ERR9126017,,SRR17194311,SRR15175412,,,,,SRR13760999
No,ERR9126019,,SRR17194312,SRR15175415,,,,,SRR13761000
No,ERR9126020,,SRR17194313,SRR15175418,,,,,SRR13761001
Yes,ERR9126022,,SRR17194314,SRR15175421,,,,,SRR13761002
Yes,ERR9126023,,SRR17194315,SRR15175424,,,,,SRR13761003
Yes,ERR9126025,,SRR17194316,SRR15175426,,,,,SRR13761004
No,ERR9126026,,SRR17194317,SRR15175427,,,,,SRR13761005
No,ERR9126028,,SRR17194318,SRR15175428,,,,,SRR13761006
No,ERR9126029,,SRR17194319,SRR15175429,,,,,SRR13761007
Yes,ERR9126031,,SRR17194320,SRR15175430,,,,,SRR13761008
Yes,ERR9126032,,SRR17194321,SRR15175431,,,,,SRR13761009
No,ERR9126034,,SRR17194322,SRR15175432,,,,,SRR13761010
No,ERR9126035,,SRR17194323,SRR15175433,,,,,SRR13761011
,,,SRR17194324,SRR15175434,,,,,SRR13761012
,,,SRR17194325,SRR15175435,,,,,
,,,SRR17194326,SRR15175436,,,,,
,,,SRR17194327,SRR15175437,,,,,
,,,SRR17194328,SRR15175438,,,,,
,,,SRR17194329,SRR15175439,,,,,
,,,SRR17194330,SRR15175440,,,,,
,,,SRR17194331,SRR15175441,,,,,
,,,SRR17194332,SRR15175442,,,,,
,,,SRR17194333,SRR15175443,,,,,
,,,SRR17194334,SRR15175444,,,,,
,,,SRR17194335,SRR15175445,,,,,
,,,SRR17194336,SRR15175446,,,,,
,,,SRR17194337,SRR15175447,,,,,
,,,SRR17194338,SRR15175448,,,,,
,,,SRR17194339,SRR15175449,,,,,
,,,SRR17194340,SRR15175450,,,,,
,,,SRR17194341,SRR15175451,,,,,
,,,SRR17194342,SRR15175452,,,,,
,,,SRR17194343,SRR15175453,,,,,
,,,SRR17194344,SRR15175454,,,,,
,,,SRR17194345,SRR15175455,,,,,
,,,SRR17194346,SRR15175456,,,,,
,,,SRR17194347,SRR15175457,,,,,
,,,SRR17194348,SRR15175458,,,,,
,,,SRR17194349,SRR15175459,,,,,
,,,,SRR15175460,,,,,
,,,,SRR15175461,,,,,
,,,,SRR15175462,,,,,
,,,,SRR15175463,,,,,
,,,,SRR15175464,,,,,
,,,,SRR15175465,,,,,
,,,,SRR15175466,,,,,
,,,,SRR15175467,,,,,
,,,,SRR15175468,,,,,
,,,,SRR15175469,,,,,
,,,,SRR15175470,,,,,
,,,,SRR15175471,,,,,
,,,,SRR15175472,,,,,
,,,,SRR15175473,,,,,
,,,,SRR15175474,,,,,
,,,,SRR15175475,,,,,
,,,,SRR15175476,,,,,
,,,,SRR15175477,,,,,
,,,,SRR15175481,,,,,
,,,,SRR15175484,,,,,
,,,,SRR15175486,,,,,
,,,,SRR15175487,,,,,
,,,,SRR15175488,,,,,
,,,,SRR15175489,,,,,
,,,,SRR15175490,,,,,
,,,,SRR15175491,,,,,
,,,,SRR15175492,,,,,
,,,,SRR15175493,,,,,
,,,,SRR15175494,,,,,
,,,,SRR15175495,,,,,
,,,,SRR15175496,,,,,
,,,,SRR15175497,,,,,
,,,,SRR15175498,,,,,
,,,,SRR15175499,,,,,
,,,,SRR15175500,,,,,
,,,,SRR15175501,,,,,
,,,,SRR15175502,,,,,
,,,,SRR15175503,,,,,
,,,,SRR15175504,,,,,
,,,,SRR15175505,,,,,
,,,,SRR15175506,,,,,
,,,,SRR15175507,,,,,
,,,,SRR15175508,,,,,
,,,,SRR15175509,,,,,
,,,,SRR15175513,,,,,
,,,,SRR15175515,,,,,
,,,,SRR15175516,,,,,
,,,,SRR15175517,,,,,
,,,,SRR15175518,,,,,
,,,,SRR15175519,,,,,
,,,,SRR15175520,,,,,
,,,,SRR15175521,,,,,
,,,,SRR15175522,,,,,
,,,,SRR15175523,,,,,
,,,,SRR15175524,,,,,
,,,,SRR15175525,,,,,
,,,,SRR15175526,,,,,
,,,,SRR15175527,,,,,
,,,,SRR15175528,,,,,
,,,,SRR15175529,,,,,
,,,,SRR15175530,,,,,
,,,,SRR15175531,,,,,
,,,,SRR15175532,,,,,
,,,,SRR15175533,,,,,
,,,,SRR15175534,,,,,
,,,,SRR15175539,,,,,
,,,,SRR15175542,,,,,
,,,,SRR15175543,,,,,
,,,,SRR15175544,,,,,
,,,,SRR15175545,,,,,
,,,,SRR15175546,,,,,
,,,,SRR15175547,,,,,
,,,,SRR15175548,,,,,
,,,,SRR15175549,,,,,
,,,,SRR15175550,,,,,
,,,,SRR15175551,,,,,
,,,,SRR15175552,,,,,
,,,,SRR15175553,,,,,
,,,,SRR15175554,,,,,
,,,,SRR15175555,,,,,
,,,,SRR15175556,,,,,
